name,rate_avg,num_reviews,detail
종묘,4.5,531,조선 왕조의 왕과 왕비를 위한 사원
세빛둥둥섬,4.2,164,한강의 아름다운 섬
광명동굴,4.3,11310,조명 쇼와 와인을 즐기기 좋은 유서 깊은 동굴
석촌호수공원,4.5,4571,호수와 산책로가 있는 넓고 울창한 공원
국립현대미술관 덕수궁,4.6,1630,국내외 현대 예술을 전시하는 미술관
용마랜드,3.9,303,폐장된 어린이 놀이공원
창덕궁 후원,4.8,1042,유서 깊은 궁궐 근처의 조경 공원
국립현대미술관 서울,4.6,1409,미술관 및 예술
북서울 꿈의숲,4.5,4299,산책로 및 아트 센터가 있는 거대한 공원
디뮤지엄,4.2,2234,현대 예술 전시가 있는 독특한 미술관
아차산,4.4,293,도시가 보이고 둘레길이 있는 산
탑골공원,3.7,3027,10층 석탑이 자리한 공원
도산공원,4.4,1775,한국의 독립운동가를 기리는 나무가 우거진 공원
석촌호수,4.5,1144,인기 있는 도심 호수와 휴식 공간
국립과천과학관,4.5,7773,현대적 공간의 인터랙티브 전시관
남산 케이블카,4.2,9924,탁 트인 전망의 공중 케이블카
인천대공원,4.4,5713,도심 속 대형 자연공원과 쉼터
문화비축기지,4.2,2036,무대와 전시관이 있는 문화 공원
갤러리현대,4.5,218,회화와 조각이 전시된 현대 미술관
세종문화회관,4.4,6387,한국 공연 예술 센터
노들섬,4.4,125,"음악, 오페라 극장 및 예술"
도봉산,4.6,222,거대한 바위와 고찰이 있고 녹음이 우거진 봉우리
망원시장,4.2,6931,"지역특산물, 간식, 따뜻한 음식"
아모레퍼시픽미술관,4.5,591,"미술관, 예술 및 박물관"
서울광장,4.2,3008,현장 행사가 열리는 타원형 녹지 공간
송도 센트럴파크,4.5,5006,뉴욕 센트럴 파크를 모델로 한 공원
월미도,4.1,368,"식당, 상점, 놀이공원"
인천 차이나타운,3.9,10331,중국 음식을 즐기는 사람들에게 인기 있는 장소
송월동 동화마을,3.9,7691,동화 그림으로 장식한 마을
인천대교,4.4,301,20km가 넘는 6차선 고속도로 다리
대한불교조계종 전등사(傳燈寺),4.2,309,나무가 울창하고 고즈넉한 불교 사찰
월미테마파크,4.0,7089,다양한 놀이기구와 실내 놀이터
자유공원,4.3,1714,계절의 변화를 느낄 수 있는 언덕 산책로
원마운트,3.8,7296,겨울과 여름 액티비티를 모두 즐길 수 있는 테마파크
신포국제시장,4.1,8222,"먹거리, 패션 제품 등이 있는 야외 시장"
